0.11518,0.01850,0.01327,0.02001,0.00054,0.00000,0.00558,0.00006,0.00986,0.00005,0.00665,0.01130,0.00402,0.00510,0.00000,0.00142,0.01570,0.01197,0.00111,0.00808,0.01348,0.00308,0.00890,0.02885,0.00062,0.00000,0.01050,0.00268,0.01264,0.02570,0.00075,0.00000,0.00169,0.00196,0.00547,0.01016,0.00194,0.01769,0.00000,0.02204,0.00862,0.01566,0.01190,0.01884,0.00011
0.00037,0.00036,0.00005,0.00019,0.01499,0.01253,0.03114,0.00203,0.02223,0.02607,0.00000,0.00028,0.03928,0.02758,0.01520,0.02078,0.02915,0.00008,0.03481,0.02016,0.00631,0.03044,0.05269,0.00034,0.01252,0.03845,0.00000,0.01604,0.02925,0.00000,0.01122,0.00195,0.00722,0.00009,0.00000,0.00012,0.02204,0.00000,0.00000,0.00002,0.00003,0.00024,0.01311,0.00007,0.00022
0.00046,0.17263,0.00000,0.00009,0.01392,0.00499,0.03525,0.01949,0.00680,0.01252,0.00000,0.03816,0.03904,0.00406,0.02048,0.01962,0.02184,0.00000,0.02609,0.03244,0.00022,0.03700,0.00836,0.00004,0.02133,0.00002,0.00000,0.02194,0.00069,0.00000,0.00007,0.00011,0.00332,0.00000,0.00000,0.00000,0.02753,0.00000,0.00000,0.00000,0.00000,0.00000,0.00604,0.01442,0.00000
0.01177,0.00160,0.15218,0.00941,0.00582,0.00178,0.00011,0.02531,0.00557,0.00518,0.00000,0.01163,0.00354,0.00431,0.00000,0.00291,0.00588,0.00000,0.00213,0.00061,0.03022,0.00002,0.00357,0.00000,0.00000,0.00127,0.00000,0.00145,0.00676,0.00000,0.00000,0.00000,0.00596,0.00988,0.00000,0.00729,0.00310,0.00000,0.05328,0.00000,0.00591,0.01262,0.00307,0.01947,0.01227
0.01411,0.01470,0.01268,0.15155,0.00655,0.00393,0.00873,0.01748,0.01432,0.01860,0.00000,0.00024,0.01074,0.00652,0.00259,0.01750,0.01074,0.00000,0.01044,0.01055,0.00261,0.01505,0.01547,0.02590,0.00921,0.00000,0.00000,0.00652,0.01801,0.00000,0.01360,0.00000,0.00358,0.04195,0.00000,0.00935,0.01545,0.00001,0.00004,0.00047,0.00004,0.00000,0.03262,0.00113,0.00000
0.00752,0.00004,0.00230,0.00001,0.00650,0.00617,0.00000,0.00058,0.00051,0.00804,0.00000,0.00003,0.00149,0.02494,0.00117,0.00056,0.00938,0.00005,0.00467,0.00395,0.00007,0.00537,0.00783,0.00012,0.00934,0.04501,0.00000,0.00536,0.02303,0.00002,0.00587,0.00000,0.00000,0.00000,0.00000,0.01438,0.00654,0.00000,0.00000,0.00194,0.00007,0.00252,0.01980,0.01738,0.00000
0.01439,0.01202,0.00000,0.02398,0.03398,0.01481,0.05652,0.01210,0.05994,0.03583,0.00000,0.00059,0.05644,0.06052,0.03326,0.03925,0.06516,0.00000,0.05492,0.05283,0.00063,0.05081,0.06413,0.01021,0.06138,0.01543,0.00000,0.03424,0.06808,0.00000,0.01690,0.00630,0.01826,0.00000,0.00000,0.00036,0.04592,0.00000,0.00000,0.00338,0.00000,0.00095,0.04486,0.00694,0.00000
0.00411,0.01948,0.00222,0.00035,0.01134,0.01561,0.02487,0.01603,0.04309,0.01498,0.00000,0.00028,0.01794,0.02283,0.01364,0.01214,0.03176,0.00004,0.02752,0.03239,0.01278,0.01946,0.02552,0.01052,0.02060,0.08280,0.00000,0.01366,0.00538,0.00000,0.00618,0.01605,0.00673,0.00165,0.00001,0.01107,0.01922,0.00003,0.00000,0.00010,0.00003,0.01473,0.01681,0.00803,0.03050
0.00051,0.00852,0.00003,0.00566,0.02055,0.01731,0.01711,0.01261,0.06267,0.01945,0.00000,0.00043,0.02249,0.03723,0.01978,0.02446,0.03492,0.00006,0.04074,0.03425,0.00176,0.03094,0.05753,0.00042,0.02666,0.09177,0.00000,0.02082,0.08069,0.00000,0.00778,0.01420,0.01326,0.00004,0.00001,0.00048,0.02496,0.00000,0.00000,0.00000,0.00007,0.01901,0.02049,0.00013,0.00011
0.01433,0.00019,0.00000,0.00783,0.01164,0.00159,0.05807,0.00541,0.02281,0.02460,0.00000,0.00015,0.03256,0.02270,0.01393,0.01646,0.02965,0.00000,0.01624,0.02836,0.00508,0.02191,0.03852,0.00153,0.02058,0.00002,0.00000,0.01492,0.02150,0.00000,0.00911,0.00000,0.00622,0.00000,0.00000,0.00000,0.01703,0.00000,0.00000,0.02069,0.00000,0.00000,0.03115,0.00379,0.00000
0.00499,0.03202,0.01670,0.00644,0.01707,0.01139,0.01391,0.15171,0.01528,0.03003,0.00000,0.00048,0.01448,0.00494,0.01107,0.02338,0.02434,0.00024,0.01706,0.01813,0.00616,0.01571,0.01862,0.00163,0.02940,0.04183,0.00003,0.02061,0.01311,0.00006,0.00000,0.01373,0.00691,0.00004,0.00010,0.00031,0.01812,0.00029,0.00016,0.00405,0.00041,0.00376,0.02900,0.02000,0.02655
0.00041,0.00084,0.00018,0.00148,0.01806,0.01410,0.04067,0.00515,0.13387,0.02856,0.00000,0.00032,0.03374,0.04757,0.01834,0.02446,0.03705,0.00005,0.03119,0.03150,0.00026,0.02719,0.04019,0.00025,0.01638,0.04856,0.00000,0.02034,0.04666,0.00000,0.01576,0.00021,0.00630,0.00000,0.00001,0.00031,0.02971,0.00000,0.00000,0.00000,0.00007,0.00024,0.03770,0.00514,0.00818
0.00048,0.02161,0.00244,0.02471,0.01752,0.01193,0.02680,0.00202,0.02261,0.03989,0.00000,0.00026,0.02415,0.03941,0.01348,0.02213,0.02102,0.00012,0.03265,0.01534,0.00030,0.01277,0.02364,0.01515,0.01248,0.05796,0.00000,0.01648,0.03507,0.00000,0.00996,0.00041,0.00493,0.00000,0.00000,0.00023,0.01850,0.00000,0.00000,0.00005,0.00017,0.00054,0.03251,0.01991,0.00001
0.00006,0.00012,0.00007,0.00738,0.00520,0.00590,0.00797,0.01451,0.02127,0.00402,0.00000,0.00009,0.01302,0.00886,0.00515,0.00756,0.01240,0.00000,0.00943,0.01116,0.00010,0.01267,0.01308,0.00006,0.01319,0.03551,0.00000,0.00509,0.01622,0.00000,0.00496,0.00240,0.00491,0.00068,0.00000,0.00007,0.01237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00467,0.00010,0.01358
0.00590,0.00475,0.01455,0.00022,0.00000,0.00031,0.00001,0.00044,0.00197,0.00154,0.00009,0.14399,0.00099,0.00000,0.00000,0.00303,0.01099,0.00018,0.00282,0.00001,0.03870,0.00607,0.00195,0.00000,0.00000,0.00009,0.00935,0.00746,0.00320,0.04071,0.00000,0.00000,0.00169,0.00671,0.00013,0.00000,0.00000,0.00469,0.00000,0.03475,0.00327,0.00416,0.01823,0.00980,0.00002
0.05725,0.00461,0.00016,0.00034,0.01680,0.00965,0.04360,0.01290,0.02385,0.02750,0.00000,0.00030,0.07118,0.03294,0.01919,0.02191,0.03357,0.00008,0.03524,0.02979,0.00292,0.04405,0.03224,0.01452,0.01570,0.00554,0.00000,0.02123,0.01590,0.00000,0.01892,0.00518,0.00769,0.00000,0.00000,0.00342,0.02877,0.00000,0.00000,0.00000,0.00006,0.00025,0.02502,0.00521,0.00018
0.00052,0.00047,0.00081,0.02415,0.02331,0.00946,0.03065,0.02740,0.04852,0.01307,0.00000,0.00029,0.03891,0.16069,0.01996,0.02611,0.02408,0.00007,0.04013,0.02683,0.02041,0.03914,0.03484,0.01411,0.04632,0.00632,0.00000,0.02476,0.06282,0.00000,0.01734,0.00058,0.00837,0.02494,0.00000,0.00039,0.03710,0.00000,0.00000,0.00004,0.00001,0.00005,0.03649,0.03155,0.02486
0.00030,0.00062,0.00012,0.01331,0.01033,0.00169,0.01302,0.00042,0.02384,0.00849,0.00000,0.00021,0.01714,0.05251,0.01595,0.01466,0.01981,0.00000,0.01554,0.01861,0.00006,0.02829,0.07395,0.00369,0.01593,0.00000,0.00000,0.01506,0.07100,0.00002,0.00482,0.01181,0.01140,0.00000,0.00001,0.01063,0.01565,0.00001,0.00000,0.00213,0.00003,0.01230,0.02709,0.00003,0.00003
0.00360,0.00076,0.00000,0.01308,0.01019,0.01171,0.02857,0.00009,0.02236,0.01546,0.00000,0.00028,0.03245,0.01856,0.01477,0.03381,0.02156,0.00000,0.02238,0.03296,0.00014,0.02728,0.03343,0.01271,0.01282,0.05895,0.00000,0.01801,0.02740,0.00000,0.01403,0.00020,0.00865,0.00002,0.00000,0.00011,0.02310,0.00000,0.00000,0.00000,0.00000,0.00000,0.01544,0.00003,0.01539
0.00062,0.00672,0.00000,0.00004,0.02041,0.01729,0.03793,0.00831,0.08139,0.02793,0.00000,0.00029,0.02491,0.02552,0.01629,0.02466,0.06188,0.00004,0.03246,0.04642,0.00039,0.01711,0.02996,0.00023,0.03874,0.05805,0.00000,0.02036,0.05225,0.00000,0.01545,0.00035,0.01344,0.00000,0.00001,0.00661,0.02526,0.00006,0.00000,0.00025,0.00008,0.00010,0.02665,0.00008,0.02764
