0.11582,0.00486,0.00399,0.05177,0.06012,0.03588
0.00047,0.09895,0.08480,0.00000,0.03516,0.04937
0.03423,0.02881,0.13001,0.00000,0.00384,0.03560
0.02799,0.02698,0.04887,0.09986,0.01813,0.00085
0.10913,0.00493,0.05143,0.00039,0.09251,0.00435
0.06408,0.05670,0.01402,0.00000,0.01781,0.11934
